adresse,nom,description,dpt,chemin_groupe,piece_fonction,fonctions,appareils,emplacement_appareil
3/0/6,Salon - Volet Fenêtre - Ouvert-Fermé,Salon Volet Salon Fenêtre,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 1_RDC / Salon,Volet Salon Fenêtre (sun protection),Zone 2 / interrupteur salon à côté piano,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
3/0/7,Bibliothèque - Volet Porte Fenêtre - Ouvert-Fermé,Bureau et Bibliothèque Volet Salon Porte Fenêtre,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 1_RDC / Bureau et Bibliothèque,Volet Salon Porte Fenêtre (sun protection),Zone 2 / interrupteur salon à côté piano,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
3/0/8,Salle de Bain visiteur - Volet Fenêtre - Ouvert-Fermé,,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,,,Interrupteur Salle de Bain invité / Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salle de Bain invité
3/0/9,Bureau - Volet Fenêtre - Ouvert-Fermé,,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Bureau,Volet Bureau (sun protection),"Interrupteur Bureau
 / Zone 3",Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/0/10,Chambre Léane - Volet Petite Fenêtre - Ouvert-Fermé,,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Est (sun protection),Chambe Léane / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Léane
3/0/11,Chambre Léane - Volet Grande Fenêtre - Ouvert-Fermé,,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Sud (sun protection),Chambe Léane / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Léane
3/0/12,Chambre Parent - Volet Grande Fenêtre - Ouvert-Fermé,,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,Volet Parents (sun protection),Chambe Parents / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Parents
3/0/13,Chambre Lily - Volet Petite Fenêtre - Ouvert-Fermé,,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Ouest (sun protection),Interrupteurs Chambre Lily	 / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Lily
3/0/14,Chambre Lily - Volet Grande Fenêtre - Ouvert-Fermé,,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Sud (sun protection),Interrupteurs Chambre Lily	 / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Lily
3/0/15,Salle de Bain - Volet Petite Fenêtre - Ouvert-Fermé,,DPST-1-8,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,Volet Salle de bain (sun protection),Interrupteurs Salle de Bain étage / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/0/16,Chambre Léane - 2 Volets - Ouvert-Fermé,2 Volets Léane,DPST-1-1,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volets tous Léane (sun protection),Chambe Léane / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Léane
3/0/17,Chambre Lily - 2 Volets - Ouvert-Fermé,"2 Volets Lily
",DPST-1-1,Ouvrant Volet > Volet Ouvert-Fermé,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volets tous Lily (sun protection),Interrupteurs Chambre Lily	 / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Lily
3/1/1,Studio - Salon - Stop,,,Ouvrant Volet > Volet Stop,,,,
3/1/2,Studio - Salle à manger - Stop,,,Ouvrant Volet > Volet Stop,,,,
3/1/3,Studio - Chambre - Stop,,,Ouvrant Volet > Volet Stop,,,,
3/1/4,Studio - Reserve - Stop,,,Ouvrant Volet > Volet Stop,,,,
3/1/5,Cuisine - Volet évier - Stop,Cuisine Volet Cuisine,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 1_RDC / Cuisine,Volet Cuisine (sun protection),Interrupteur Cuisine Lumière et Volet vers evier / Zone 1,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Cuisine
3/1/6,Salon - Volet Fenêtre - Stop,Salon Volet Salon Fenêtre,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 1_RDC / Salon,Volet Salon Fenêtre (sun protection),Zone 2 / interrupteur salon à côté piano,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
3/1/7,Bilbiothèque - Volet Porte Fenêtre - Stop,Bureau et Bibliothèque Volet Salon Porte Fenêtre,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 1_RDC / Bureau et Bibliothèque,Volet Salon Porte Fenêtre (sun protection),Zone 2 / interrupteur salon à côté piano,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
3/1/8,Salle de Bain visiteur - Volet Fenêtre - Stop,,DPST-1-1,Ouvrant Volet > Volet Stop,,,Interrupteur Salle de Bain invité / Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salle de Bain invité
3/1/9,Bureau - Volet Fenêtre - Stop,,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 2_Etage / Bureau,Volet Bureau (sun protection),"Interrupteur Bureau
 / Zone 3",Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/1/10,Chambre Léane - Volet Petite Fenêtre - Stop,,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Est (sun protection),Chambe Léane / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Léane
3/1/11,Chambre Léane - Volet Grande Fenêtre - Stop,,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Sud (sun protection),Chambe Léane / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Léane
3/1/12,Chambre Parent - Volet Grande Fenêtre - Stop,,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,Volet Parents (sun protection),Chambe Parents / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Parents
3/1/13,Chambre Lily - Volet Petite Fenêtre - Stop,,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Ouest (sun protection),Interrupteurs Chambre Lily	 / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Lily
3/1/14,Chambre Lily - Volet Grande Fenêtre - Stop,,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Sud (sun protection),Interrupteurs Chambre Lily	 / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Lily
3/1/15,Salle de Bain - Volet Petite Fenêtre - Stop,,DPST-1-1,Ouvrant Volet > Volet Stop,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,Volet Salle de bain (sun protection),Interrupteurs Salle de Bain étage / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/1,Studio - Salon - Statut direction actuelle,,,Ouvrant Volet > Volet Statut direction actuelle,,,,
3/2/2,Studio - Salle à manger - Statut direction actuelle,,,Ouvrant Volet > Volet Statut direction actuelle,,,,
3/2/3,Studio - Chambre - Statut direction actuelle,,,Ouvrant Volet > Volet Statut direction actuelle,,,,
3/2/4,Studio - Reserve - Statut direction actuelle,,,Ouvrant Volet > Volet Statut direction actuelle,,,,
3/2/5,Cuisine - Volet évier - Statut direction actuelle,Cuisine Volet Cuisine,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,,,Zone 1,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/6,Salon - Volet Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/7,Bureau salon - Volet Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/8,Salle de Bain visiteur - Volet Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/9,Bureau - Volet Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,Villa Bulle / Maison principale / 2_Etage / Bureau,Volet Bureau (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/10,Chambre Léane - Volet Petite Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Est (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/11,Chambre Léane - Volet Grande Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Sud (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/12,Chambre Parent - Volet Grande Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,Volet Parents (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/13,Chambre Lily - Volet Petite Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Ouest (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/14,Chambre Lily - Volet Grande Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Sud (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/2/15,Salle de Bain - Volet Petite Fenêtre - Statut direction actuelle,,DPST-1-8,Ouvrant Volet > Volet Statut direction actuelle,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,Volet Salle de bain (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/1,Studio - Salon - Position absolue,,,Ouvrant Volet > Volet Position absolue,,,,
3/3/2,Studio - Salle à manger - Position absolue,,,Ouvrant Volet > Volet Position absolue,,,,
3/3/3,Studio - Chambre - Position absolue,,,Ouvrant Volet > Volet Position absolue,,,,
3/3/4,Studio - Reserve - Position absolue,,,Ouvrant Volet > Volet Position absolue,,,,
3/3/5,Cuisine - Volet évier - Position absolue,Cuisine Volet Cuisine,DPST-5-1,Ouvrant Volet > Volet Position absolue,Villa Bulle / Maison principale / 1_RDC / Cuisine,Volet Cuisine (sun protection),Zone 1,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/6,Salon - Volet Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/7,Bureau salon - Volet Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/8,Salle de Bain visiteur - Volet Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/9,Bureau - Volet Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,Villa Bulle / Maison principale / 2_Etage / Bureau,Volet Bureau (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/10,Chambre Léane - Volet Petite Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Est (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/11,Chambre Léane - Volet Grande Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Sud (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/12,Chambre Parent - Volet Grande Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,Volet Parents (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/13,Chambre Lily - Volet Petite Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Ouest (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/14,Chambre Lily - Volet Grande Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Sud (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/3/15,Salle de Bain - Volet Petite Fenêtre - Position absolue,,DPST-5-1,Ouvrant Volet > Volet Position absolue,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,Volet Salle de bain (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/1,Studio - Salon - Statut position actuelle,,,Ouvrant Volet > Volet Statut position actuelle,,,,
3/4/2,Studio - Salle à manger - Statut position actuelle,,,Ouvrant Volet > Volet Statut position actuelle,,,,
3/4/3,Studio - Chambre - Statut position actuelle,,,Ouvrant Volet > Volet Statut position actuelle,,,,
3/4/4,Studio - Reserve - Statut position actuelle,,,Ouvrant Volet > Volet Statut position actuelle,,,,
3/4/5,Cuisine - Volet évier - Statut position actuelle,Cuisine Volet Cuisine,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,Villa Bulle / Maison principale / 1_RDC / Cuisine,Volet Cuisine (sun protection),Zone 1,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/6,Salon - Volet Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/7,Bureau salon - Volet Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/8,Salle de Bain visiteur - Volet Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/9,Bureau - Volet Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,Villa Bulle / Maison principale / 2_Etage / Bureau,Volet Bureau (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/10,Chambre Léane - Volet Petite Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Est (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/11,Chambre Léane - Volet Grande Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Sud (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/12,Chambre Parent - Volet Grande Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,Volet Parents (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/13,Chambre Lily - Volet Petite Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Ouest (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/14,Chambre Lily - Volet Grande Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Sud (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/4/15,Salle de Bain - Volet Petite Fenêtre - Statut position actuelle,,DPST-5-1,Ouvrant Volet > Volet Statut position actuelle,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,Volet Salle de bain (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/1,Studio - Salon - Position haut,,,Ouvrant Volet > Volet Position haut,,,,
3/5/2,Studio - Salle à manger - Position haut,,,Ouvrant Volet > Volet Position haut,,,,
3/5/3,Studio - Chambre - Position haut,,,Ouvrant Volet > Volet Position haut,,,,
3/5/4,Studio - Reserve - Position haut,,,Ouvrant Volet > Volet Position haut,,,,
3/5/5,Cuisine - Volet évier - Position haut,Cuisine Volet Cuisine,,Ouvrant Volet > Volet Position haut,Villa Bulle / Maison principale / 1_RDC / Cuisine,Volet Cuisine (sun protection),Zone 1,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/6,Salon - Volet Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/7,Bureau salon - Volet Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/8,Salle de Bain visiteur - Volet Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/9,Bureau - Volet Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,Villa Bulle / Maison principale / 2_Etage / Bureau,Volet Bureau (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/10,Chambre Léane - Volet Petite Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Est (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/11,Chambre Léane - Volet Grande Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Sud (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/12,Chambre Parent - Volet Grande Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,Volet Parents (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/13,Chambre Lily - Volet Petite Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Ouest (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/14,Chambre Lily - Volet Grande Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Sud (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/5/15,Salle de Bain - Volet Petite Fenêtre - Position haut,,,Ouvrant Volet > Volet Position haut,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,Volet Salle de bain (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/0,commutation,Cuisine Bar,DPST-1-1,Ouvrant Volet > Volet Position bas,,,,
3/6/1,Studio - Salon - Position bas,,,Ouvrant Volet > Volet Position bas,,,,
3/6/2,Studio - Salle à manger - Position bas,,,Ouvrant Volet > Volet Position bas,,,,
3/6/3,Studio - Chambre - Position bas,,,Ouvrant Volet > Volet Position bas,,,,
3/6/4,Studio - Reserve - Position bas,,,Ouvrant Volet > Volet Position bas,,,,
3/6/5,Cuisine - Volet évier - Position bas,Cuisine Volet Cuisine,,Ouvrant Volet > Volet Position bas,Villa Bulle / Maison principale / 1_RDC / Cuisine,Volet Cuisine (sun protection),Zone 1,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/6,Salon - Volet Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/7,Bureau salon - Volet Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/8,Salle de Bain visiteur - Volet Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/9,Bureau - Volet Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,Villa Bulle / Maison principale / 2_Etage / Bureau,Volet Bureau (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/10,Chambre Léane - Volet Petite Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Est (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/11,Chambre Léane - Volet Grande Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Sud (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/12,Chambre Parent - Volet Grande Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,Volet Parents (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/13,Chambre Lily - Volet Petite Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Ouest (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/14,Chambre Lily - Volet Grande Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Sud (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/15,Salle de Bain - Volet Petite Fenêtre - Position bas,,,Ouvrant Volet > Volet Position bas,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,Volet Salle de bain (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/6/16,Statut,Cuisine Bar,DPST-1-1,Ouvrant Volet > Volet Position bas,,,,
3/6/17,mouvement,1_RDC Volets Tous,DPST-1-8,Ouvrant Volet > Volet Position bas,,,,
3/6/18,étape/arrêt,1_RDC Volets Tous,DPST-1-7,Ouvrant Volet > Volet Position bas,,,,
3/6/19,alerte de vent,1_RDC Volets Tous,DPST-1-5,Ouvrant Volet > Volet Position bas,,,,
3/6/20,alerte de pluie,1_RDC Volets Tous,DPST-1-5,Ouvrant Volet > Volet Position bas,,,,
3/6/21,position des stores,1_RDC Volets Tous,DPST-5-1,Ouvrant Volet > Volet Position bas,,,,
3/6/22,position des lames,1_RDC Volets Tous,DPST-5-1,Ouvrant Volet > Volet Position bas,,,,
3/7/0,Nouvelle adresse de groupe,,,Ouvrant Volet > Volet autres,,,,
3/7/1,Studio - Salon - Autres,,,Ouvrant Volet > Volet autres,,,,
3/7/2,Studio - Salle Ã  manger - Autres,,,Ouvrant Volet > Volet autres,,,,
3/7/3,Studio - Chambre - Autres,,,Ouvrant Volet > Volet autres,,,,
