adresse,nom,description,dpt,chemin_groupe,piece_fonction,fonctions,appareils,emplacement_appareil
12/7/31,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,chauffage_old > Salle de bain,,,,
12/7/32,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/33,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/34,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,chauffage_old > Salle de bain,,,,
12/7/35,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/36,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/37,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/38,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,chauffage_old > Salle de bain,,,,
12/7/39,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,chauffage_old > Salle de bain,,,,
12/7/40,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/41,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,chauffage_old > Salle de bain,,,,
12/7/42,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/43,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/44,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,chauffage_old > Salle de bain,,,,
12/7/45,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/46,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/47,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/48,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,chauffage_old > Salle de bain,,,,
12/7/49,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,chauffage_old > Salle de bain,,,,
12/7/50,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/51,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,chauffage_old > Salle de bain,,,,
12/7/52,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/53,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/54,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,chauffage_old > Salle de bain,,,,
12/7/55,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/56,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/57,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/58,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,chauffage_old > Salle de bain,,,,
12/7/59,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,chauffage_old > Salle de bain,,,,
12/7/60,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/61,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,chauffage_old > Salle de bain,,,,
12/7/62,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/63,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/64,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,chauffage_old > Salle de bain,,,,
12/7/65,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/66,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/67,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/68,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,chauffage_old > Salle de bain,,,,
12/7/69,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,chauffage_old > Salle de bain,,,,
12/7/70,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/71,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,chauffage_old > Salle de bain,,,,
12/7/72,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/73,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/74,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,chauffage_old > Salle de bain,,,,
12/7/75,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/76,Chauffage RDC - xxx -,,,chauffage_old > Salle de bain,,,,
12/7/77,Chauffage RDC - xxx -  Control valve status,,DPST-20-102,chauffage_old > Salle de bain,,,,
12/7/78,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,chauffage_old > Salle de bain,,,,
12/7/79,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,chauffage_old > Salle de bain,,,,
12/7/80,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/81,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,chauffage_old > Salle de bain,,,,
12/7/82,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/83,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,chauffage_old > Salle de bain,,,,
12/7/84,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,chauffage_old > Salle de bain,,,,
12/7/85,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/86,Chauffage RDC - xxx - Preset Setpoint,,DPST-9-1,chauffage_old > Salle de bain,,,,
12/7/87,Chauffage RDC - xxx -  Control valve status,,DPST-5-1,chauffage_old > Salle de bain,,,,
12/7/88,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,chauffage_old > Salle de bain,,,,
12/7/89,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,chauffage_old > Salle de bain,,,,
12/7/90,Chauffage RDC - Mode Ete-Hiver,,DPST-1-1,chauffage_old > Salle de bain,,,,
13/0/0,commutation,,DPST-1-1,Nouveau groupe principal > Nouveau groupe médian,,,,
13/0/1,statut,,DPST-1-1,Nouveau groupe principal > Nouveau groupe médian,,,,
13/0/2,atténuation,,DPST-3-7,Nouveau groupe principal > Nouveau groupe médian,,,,
13/0/3,valeur de variation,,DPST-5-1,Nouveau groupe principal > Nouveau groupe médian,,,,
13/0/4,valeur,,DPST-5-1,Nouveau groupe principal > Nouveau groupe médian,,,,
